Content ID,Reaction Type,Date,Category,Sentiment,Score
2669dbfc-65d4-4770-a916-e6507f881131,interested,Wednesday,science,positive,30
2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,like,Friday,fitness,positive,50
8490c29c-177f-4c21-9d37-d509f9287f30,like,Thursday,tennis,positive,50
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,worried,Wednesday,animals,negative,12
e3cd0095-28c9-4f10-b04c-77b4e38bb85a,super love,Friday,technology,positive,75
a2ff9bf2-1fa6-4001-9566-f597f8e754ef,adore,Friday,food,positive,72
457301ee-3e87-40d8-8b82-ea4e1fa90e39,heart,Saturday,healthy eating,positive,60
8cabe738-41cd-47e1-82e2-20972f320fb1,disgust,Thursday,public speaking,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,peeking,Saturday,technology,neutral,35
259cd56f-b017-4a41-81a7-f26ce9b35092,cherish,Monday,culture,positive,70
65545cfb-59bb-4dc1-a38b-82f268210da2,love,Thursday,technology,positive,65
331fad49-0e33-4676-8e2d-51ec52e86625,adore,Thursday,education,positive,72
a1249a46-6362-4a73-a1e9-3b5d236cdd73,scared,Sunday,studying,negative,15
674507f9-c555-4876-89c7-c06b6db561c0,cherish,Wednesday,animals,positive,70
7df08397-b59a-4973-8c62-fc5d4c36c08a,intrigued,Monday,veganism,positive,45
75d6b589-7fae-4a6d-b0d0-752845150e56,cherish,Monday,technology,positive,70
af373863-f9df-4330-b423-d2b802b30d6e,cherish,Friday,food,positive,70
a8e72f75-bebc-42b4-a3c7-deb8a2412878,indifferent,Sunday,technology,neutral,20
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,cherish,Tuesday,animals,positive,70
a727ed7f-5684-4536-b543-8e8fc93f40b1,worried,Friday,cooking,negative,12
c54b49c4-b1f2-4641-8595-1cbd19937845,love,Sunday,science,positive,65
96ece45a-89e4-4cf8-b216-c860bf8e158e,worried,Saturday,food,negative,12
a739e02a-5d83-4e0e-b306-740652cf700a,intrigued,Wednesday,science,positive,45
e61a1b04-17e4-4918-a637-ebfc59783ad0,heart,Sunday,fitness,positive,60
634a05ab-0751-45fa-a1b4-b4a9b8342f61,disgust,Sunday,travel,negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,Thursday,technology,negative,0
b3562ae0-929b-46a5-8989-89e4ac3d1f7c,worried,Sunday,public speaking,negative,12
daeddfcc-c030-4674-8317-56a23ab81799,love,Sunday,animals,positive,65
96d90aa6-a75b-4a75-9565-45f6cc8c9e98,adore,Thursday,public speaking,positive,72
5bb364a6-8646-4cdb-b1cf-09f4125718d8,dislike,Wednesday,soccer,negative,10
259cd56f-b017-4a41-81a7-f26ce9b35092,cherish,Thursday,culture,positive,70
b18cb63f-4c8e-44ee-a47f-541e95191d11,like,Saturday,public speaking,positive,50
09f2e925-5086-42ad-8160-e763396a36ca,love,Saturday,dogs,positive,65
4c009116-c94a-4633-83fb-956565358565,indifferent,Monday,soccer,neutral,20
34f73132-fff6-4f01-a5ec-4b4b66461fc7,peeking,Tuesday,fitness,neutral,35
f783f128-6f66-4ef3-a190-5afc29d17012,heart,Sunday,tennis,positive,60
5d3d5107-2404-4fb8-a9b6-3c8428492f64,dislike,Friday,studying,negative,10
a82b8250-08aa-47a5-97c4-19f30f236179,indifferent,Monday,culture,neutral,20
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,cherish,Friday,travel,positive,70
503bd384-9733-4739-81f5-561b2328f6d8,cherish,Sunday,food,positive,70
7fe36d94-8867-4719-9c62-60b077cf5973,worried,Wednesday,travel,negative,12
323c35ed-081f-4efd-8bd6-ce5208ceb0ed,love,Friday,animals,positive,65
a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,want,Thursday,food,positive,70
52be2c2f-be1f-4cda-a2d6-5c147c018115,cherish,Saturday,food,positive,70
77a3ac9f-7607-411f-a280-5431c71e3943,interested,Friday,tennis,positive,30
8866b759-c55c-4fd3-9753-8a69265c481e,super love,Wednesday,science,positive,75
b2055111-9b7b-4a05-9f07-ac190a5391f0,hate,Sunday,food,negative,5
809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,hate,Wednesday,dogs,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,want,Friday,dogs,positive,70
5d3d5107-2404-4fb8-a9b6-3c8428492f64,disgust,Monday,studying,negative,0
85e013ce-3474-4c9a-a4ea-7b726a29baae,disgust,Friday,animals,negative,0
23a1f257-2f17-4e67-aec1-626c77d73216,disgust,Friday,studying,negative,0
433607b3-eeb4-48b8-9263-9805c1b89d55,scared,Monday,education,negative,15
18cb1ce7-fb66-4a56-8042-e38c9593ade1,cherish,Tuesday,animals,positive,70
581634a6-14c7-4c0a-8c7f-34238e58cf6a,scared,Saturday,veganism,negative,15
fc462e49-0f19-4601-9f92-a31c9542887c,super love,Monday,education,positive,75
391a9aa4-c04a-431e-8366-712d92267c2b,like,Friday,public speaking,positive,50
4bdd31e0-2f59-4262-bcbe-546678a3d203,scared,Tuesday,healthy eating,negative,15
94f8ffbb-d888-4713-8cdd-ea57466d88b2,peeking,Wednesday,science,neutral,35
60872f35-3eb4-4742-b3b0-48f15f11be66,heart,Monday,travel,positive,60
088e2e43-61a8-475f-a3e6-061f626b0f16,disgust,Monday,veganism,negative,0
350e0d40-e036-459c-9cbe-73e003c33cfa,indifferent,Saturday,technology,neutral,20
410c757b-918f-4c71-892b-2e6e7697bd86,want,Friday,travel,positive,70
3724de8a-ec2f-4021-a3f1-605d551da9d0,intrigued,Tuesday,culture,positive,45
77a3ac9f-7607-411f-a280-5431c71e3943,worried,Wednesday,tennis,negative,12
c6616e7c-f815-46d0-9b1d-d7ea977f5d32,super love,Thursday,technology,positive,75
b1c49557-0623-4fb2-8f22-1453286fedad,interested,Wednesday,healthy eating,positive,30
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,dislike,Sunday,science,negative,10
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,peeking,Saturday,animals,neutral,35
b6c24086-becf-4615-801e-c3c298a8d4e2,interested,Friday,travel,positive,30
220d9dc1-f8a5-422d-b200-3819f3b89b2b,dislike,Tuesday,dogs,negative,10
4dd4da35-453e-466d-95ca-b1a7710fac1f,heart,Friday,technology,positive,60
8b1bfacc-00fd-4f6e-b647-6ecfe2b7ce69,love,Monday,science,positive,65
853e37de-5ba2-447a-a0dd-a1b4407e5ec4,intrigued,Saturday,travel,positive,45
bc604b62-adbc-4c93-a2ae-602160714d1c,heart,Wednesday,cooking,positive,60
71246f1e-0b64-4922-a6ae-c86c446837be,adore,Wednesday,healthy eating,positive,72
b38723f3-878c-4308-b173-14f03639d9b8,love,Sunday,travel,positive,65
e221de96-8536-4782-8281-f9cda62f3c81,like,Monday,food,positive,50
4b2d0fff-3b4f-43ca-a7df-c430479cb9ba,interested,Friday,soccer,positive,30
1de2f0f9-61ab-43fb-9180-6870824c63c0,peeking,Friday,science,neutral,35
d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,peeking,Tuesday,healthy eating,neutral,35
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,cherish,Sunday,tennis,positive,70
df2214cb-61f3-4744-86a8-7c01e501bc27,love,Sunday,cooking,positive,65
34123572-64b7-4f3d-b098-a2651d882fb2,peeking,Thursday,dogs,neutral,35
f298ed7d-2aa2-4231-9523-c4013cef24c3,interested,Wednesday,veganism,positive,30
cc253c91-6df6-4de5-ab4e-6d1127620fd6,disgust,Monday,science,negative,0
42afb980-6f27-40d3-962e-bff8eada090f,super love,Monday,culture,positive,75
c056339f-7bc9-487a-85eb-aa7c6da9e5fb,indifferent,Sunday,veganism,neutral,20
67766c84-7d8d-46e2-b2e8-8b0f8dc27193,scared,Tuesday,veganism,negative,15
e4466189-0b96-4cc4-9d7d-d0f27b982548,super love,Friday,education,positive,75
a6cace19-96eb-40b3-b6fb-2a1a4e444dde,hate,Friday,cooking,negative,5
5fefd228-c550-4023-b767-ec8aa62de850,cherish,Monday,cooking,positive,70
359b93ea-446f-4202-8801-db238de5de4d,love,Wednesday,food,positive,65
ec202582-a5b2-4ea2-992c-8a1ca8b705d0,want,Wednesday,food,positive,70
44eab5ca-b4a4-46c4-977d-197a78551861,interested,Thursday,technology,positive,30
7dc268e5-b50d-4280-82aa-e08af75a8a0a,love,Thursday,science,positive,65
942c5154-791e-47c0-bfad-264a3d6296eb,heart,Wednesday,animals,positive,60
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,dislike,Tuesday,science,negative,10
a4f6b4c2-36bd-4232-bef8-66577a601163,hate,Tuesday,animals,negative,5
3fe1e6e6-6d1d-43f5-9c25-7d0a1c14744d,scared,Thursday,soccer,negative,15
8838fd48-05c4-4b57-a192-35e9ff67f9b2,scared,Tuesday,soccer,negative,15
5656bfe4-bcc1-4426-94b6-1f9dfe9a0db4,want,Tuesday,travel,positive,70
7e2e14e2-79eb-41d0-8d5f-eba20460f049,heart,Wednesday,dogs,positive,60
7f7d20ca-fedf-48e6-8364-dbb8adeb4223,worried,Sunday,animals,negative,12
05776481-7b58-46d8-abf6-bf4de7831287,indifferent,Monday,travel,neutral,20
f9c0a47d-c96d-4457-a1be-aa7642ea38c1,like,Saturday,culture,positive,50
e1da66ba-31f3-46af-aaa3-a183e3e7eb56,worried,Tuesday,veganism,negative,12
9108109e-c521-4528-9d90-4c804cbb866d,peeking,Friday,veganism,neutral,35
6796d3e9-ee98-47cb-b057-90cfaf6ebcbb,hate,Sunday,technology,negative,5
a6cace19-96eb-40b3-b6fb-2a1a4e444dde,intrigued,Sunday,cooking,positive,45
dfdf6d34-e60b-4d21-9973-4bf07769be78,super love,Tuesday,public speaking,positive,75
27ec2b21-a749-4181-b182-150a174fc277,intrigued,Friday,animals,positive,45
bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,scared,Sunday,food,negative,15
df2214cb-61f3-4744-86a8-7c01e501bc27,hate,Sunday,cooking,negative,5
89cf06bc-e921-4cfd-bd16-d071757d90a2,heart,Thursday,animals,positive,60
f08bdab2-b888-484e-8fd9-919e6ed86c12,like,Monday,education,positive,50
eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,peeking,Monday,cooking,neutral,35
9c8be342-6cff-4d80-bf94-fd0fd8ccd845,super love,Tuesday,dogs,positive,75
451b228b-9d66-45a4-b6fa-46c502562b5f,hate,Friday,healthy eating,negative,5
f9c0a47d-c96d-4457-a1be-aa7642ea38c1,dislike,Monday,culture,negative,10
4c009116-c94a-4633-83fb-956565358565,interested,Saturday,soccer,positive,30
42a0f482-d3a8-4216-ba0b-1459abf854a6,scared,Tuesday,culture,negative,15
041bf6c9-8b33-4ca0-a787-762eb8837d0c,heart,Thursday,food,positive,60
b5966298-63d8-403e-96ab-9a610eb9752d,hate,Thursday,soccer,negative,5
69ce055c-e0bd-46c5-b856-bf2254d1c490,interested,Tuesday,healthy eating,positive,30
f1038e6c-5292-4e20-a866-675e1637d6b5,disgust,Wednesday,soccer,negative,0
b18cb63f-4c8e-44ee-a47f-541e95191d11,want,Sunday,public speaking,positive,70
7fe36d94-8867-4719-9c62-60b077cf5973,cherish,Tuesday,travel,positive,70
17e3a8c5-ecb6-445d-8b69-f8c202d08549,peeking,Friday,cooking,neutral,35
d3cc4cf1-81f9-49e7-bf5d-c0ae10a88139,love,Saturday,culture,positive,65
1d8fbfdc-3c0f-4fbf-ac50-f812ce9db36e,adore,Saturday,food,positive,72
b2055111-9b7b-4a05-9f07-ac190a5391f0,want,Sunday,food,positive,70
5d3d5107-2404-4fb8-a9b6-3c8428492f64,intrigued,Saturday,studying,positive,45
0da2523f-acc4-4687-9844-45eaa5e90c65,cherish,Monday,technology,positive,70
05776481-7b58-46d8-abf6-bf4de7831287,indifferent,Sunday,travel,neutral,20
9c542f56-b0ec-4df1-b95e-f56e1c467813,heart,Saturday,food,positive,60
853e37de-5ba2-447a-a0dd-a1b4407e5ec4,cherish,Sunday,travel,positive,70
70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,Wednesday,cooking,positive,72
de95cdb1-a85a-40de-8467-892e2d1481af,intrigued,Thursday,education,positive,45
ecbba40a-93f2-470a-b565-938f61f527a7,worried,Saturday,public speaking,negative,12
b90bb1f2-9dbf-4802-a0e2-103dac50d272,peeking,Friday,fitness,neutral,35
26ea4466-0d88-482a-afab-e502beb4a316,worried,Sunday,fitness,negative,12
43ea5509-7ff1-4150-b263-d5eac9d6f69f,adore,Friday,dogs,positive,72
25948d39-4549-4ead-be71-6a571bd56fe1,love,Tuesday,science,positive,65
27ec2b21-a749-4181-b182-150a174fc277,peeking,Friday,animals,neutral,35
413101f7-ea05-4df6-97cf-9891245c5ed7,want,Thursday,science,positive,70
9a5951a5-a36f-404e-a746-f6023c160fc0,disgust,Friday,science,negative,0
18a07663-ba3c-4ff9-94d3-bd533aa853c2,scared,Tuesday,veganism,negative,15
c24a56ff-256e-46eb-9936-a6284451fc61,interested,Monday,studying,positive,30
36bd1711-92f6-4240-8ac5-21df845abe86,interested,Tuesday,technology,positive,30
7fe36d94-8867-4719-9c62-60b077cf5973,heart,Sunday,travel,positive,60
2d7084fb-b457-4813-829f-73911025eeaa,love,Friday,cooking,positive,65
ec6c41c9-509e-43ff-83bb-0e5202b8e62a,hate,Tuesday,education,negative,5
09f2e925-5086-42ad-8160-e763396a36ca,adore,Saturday,dogs,positive,72
c61b7ef6-d7ab-41fc-aebc-dc16f256957f,heart,Wednesday,cooking,positive,60
11b96207-c1c5-4083-948d-2942684aae0d,peeking,Thursday,studying,neutral,35
e1eb9e92-2e08-48b0-8be7-a2a98048aa08,want,Tuesday,public speaking,positive,70
90418e93-aa5a-4608-866e-25464b617c9b,indifferent,Sunday,science,neutral,20
6519b8ec-1253-4f91-8abb-3c5a04eccd2b,interested,Tuesday,animals,positive,30
51577f6a-e29e-4ed2-93eb-e7bd4eda800a,indifferent,Thursday,dogs,neutral,20
bd656a40-09c1-4219-8210-e667136e3734,want,Friday,culture,positive,70
eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,worried,Tuesday,cooking,negative,12
6b09861c-712e-46e6-a2a5-72e4b3878767,worried,Wednesday,studying,negative,12
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,Thursday,studying,positive,72
f2f7e343-5e8f-4ef3-b693-4261971c2ee7,cherish,Friday,tennis,positive,70
73fde78d-7908-4406-8377-747873ecd29a,dislike,Friday,studying,negative,10
4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,hate,Tuesday,veganism,negative,5
d4012724-c8bf-4db3-8670-dfa1f630a72a,love,Tuesday,studying,positive,65
6407f238-511b-4ade-b77b-0f3bc8b2f300,heart,Saturday,studying,positive,60
1287b5c5-604b-462b-bf77-e64a8e89739e,dislike,Sunday,studying,negative,10
56d13215-1444-49b0-8e17-3a888bcd4e1e,love,Wednesday,fitness,positive,65
fa60edda-2d32-42ab-905d-2f5de379c461,disgust,Saturday,fitness,negative,0
21dfb75d-9d98-4627-b074-f4372025d23f,heart,Monday,culture,positive,60
a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,dislike,Thursday,animals,negative,10
02664d35-87cf-46a6-a80b-78fbc9ac8b2f,like,Sunday,science,positive,50
c5e2d733-94b9-4259-85e8-6fb7a95a1887,interested,Saturday,tennis,positive,30
69ce055c-e0bd-46c5-b856-bf2254d1c490,heart,Thursday,healthy eating,positive,60
eaddee3e-3a23-47cd-9785-ab7f2120a293,adore,Friday,science,positive,72
4e659bd8-44b6-41a3-893c-c528474a29c9,adore,Friday,education,positive,72
93c0f4f6-8c1e-453e-8df0-3015b1e76376,adore,Saturday,technology,positive,72
77b49477-2f3c-455a-b8f1-09ec2e553174,dislike,Wednesday,cooking,negative,10
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,Friday,cooking,positive,60
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,love,Friday,healthy eating,positive,65
b467bf5d-1bcd-4c52-a667-6b88269ad02a,indifferent,Tuesday,dogs,neutral,20
509a5fb0-9bb2-4809-9f90-18ae007acc94,heart,Monday,dogs,positive,60
09bb0893-a05b-49bc-95ec-1e158577bf13,cherish,Thursday,healthy eating,positive,70
e6193423-0d30-4439-884a-ea22fea68522,disgust,Monday,dogs,negative,0
74989207-b147-4a13-89b8-f0d868dfdf4a,love,Tuesday,science,positive,65
437fab54-2c89-4b0b-8d89-dd2320d83e81,peeking,Wednesday,tennis,neutral,35
97522e57-d9ab-4bd6-97bf-c24d952602d2,love,Tuesday,studying,positive,65
01396602-c759-4a17-90f0-8f9b3ca11b30,interested,Wednesday,tennis,positive,30
1c77e474-0cc6-40ac-b48b-cbc511bffc77,cherish,Thursday,healthy eating,positive,70
509a5fb0-9bb2-4809-9f90-18ae007acc94,intrigued,Thursday,dogs,positive,45
965a00aa-3037-4ea6-b6be-26f6fbee029e,hate,Sunday,public speaking,negative,5
c3d1c36d-2ad9-45ce-be49-51c103351e62,interested,Thursday,travel,positive,30
b6f447e5-0a89-468a-8ad2-fd45676170d5,like,Thursday,veganism,positive,50
a739e02a-5d83-4e0e-b306-740652cf700a,hate,Tuesday,science,negative,5
19f998c4-270b-489d-bea6-ae161d301923,worried,Wednesday,travel,negative,12
ef619e47-1e88-4e0f-8d91-590cd9ecc137,cherish,Sunday,animals,positive,70
27026304-2cb5-4d64-9959-9ff0328aaa03,heart,Tuesday,dogs,positive,60
697af362-e84b-4429-b4ea-4123c6ab44ba,want,Sunday,science,positive,70
e17bade2-3175-49eb-92f4-7f2eac74147a,heart,Sunday,soccer,positive,60
09f2e925-5086-42ad-8160-e763396a36ca,dislike,Monday,dogs,negative,10
748ab616-8066-4c61-b6af-d7442545d12a,worried,Saturday,veganism,negative,12
1f0ed2b8-8531-416f-b694-a40a63f378a0,scared,Wednesday,animals,negative,15
0a390a93-0e59-4a7a-a12c-d3f5ce4924fe,scared,Friday,public speaking,negative,15
433607b3-eeb4-48b8-9263-9805c1b89d55,interested,Friday,education,positive,30
54acd843-1e09-4b30-a80a-b9e0295ff269,hate,Sunday,tennis,negative,5
fada6910-2cc5-4600-808c-1e6066f795a6,love,Monday,technology,positive,65
65545cfb-59bb-4dc1-a38b-82f268210da2,hate,Thursday,technology,negative,5
6a30164f-28c3-4d10-b928-66585a85cbb5,want,Sunday,soccer,positive,70
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,Sunday,food,negative,12
d72ea14e-16fb-4e2d-acf1-59a29dfa21df,love,Saturday,public speaking,positive,65
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,scared,Friday,healthy eating,negative,15
34f73132-fff6-4f01-a5ec-4b4b66461fc7,scared,Saturday,fitness,negative,15
8d7a1aff-abed-432f-a458-a4ab40324e72,worried,Saturday,travel,negative,12
8d7a1aff-abed-432f-a458-a4ab40324e72,intrigued,Thursday,travel,positive,45
1c77e474-0cc6-40ac-b48b-cbc511bffc77,like,Wednesday,healthy eating,positive,50
eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,dislike,Sunday,cooking,negative,10
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,interested,Sunday,culture,positive,30
ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,super love,Sunday,travel,positive,75
c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,Sunday,soccer,negative,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,want,Friday,animals,positive,70
7fe36d94-8867-4719-9c62-60b077cf5973,peeking,Monday,travel,neutral,35
18cb1ce7-fb66-4a56-8042-e38c9593ade1,interested,Tuesday,animals,positive,30
6cbac852-fec6-49e2-95db-d62edeb477d0,worried,Friday,healthy eating,negative,12
77a3ac9f-7607-411f-a280-5431c71e3943,worried,Friday,tennis,negative,12
d624685f-99a7-4aee-902b-283f5cf85ada,adore,Tuesday,studying,positive,72
b6393b8b-320e-4558-8614-20a6727f2eea,like,Thursday,food,positive,50
0701343b-6105-40e4-b275-7f3d292b9e20,want,Tuesday,tennis,positive,70
abf9ec3b-1d0f-4238-a8f8-137072dab287,hate,Friday,veganism,negative,5
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,interested,Wednesday,science,positive,30
041bf6c9-8b33-4ca0-a787-762eb8837d0c,dislike,Monday,food,negative,10
25290b06-ca05-43eb-8e54-e345a41ddba7,love,Tuesday,education,positive,65
74718bbf-e5a3-442f-8ca2-4a3428757fc1,hate,Sunday,dogs,negative,5
5ac2552c-15a5-41ed-8d67-9c57bce74ebc,cherish,Sunday,travel,positive,70
afe1fed5-5639-45c7-89f8-ce9d1078c910,hate,Sunday,cooking,negative,5
fbd8f70d-d62d-42e8-9508-9f5815ab578c,hate,Friday,education,negative,5
3a7b85dd-717e-4460-8144-498fdbc9380c,worried,Tuesday,education,negative,12
60ca0278-5ed6-4669-939b-e6dc2021c07d,scared,Thursday,technology,negative,15
1735c0ee-4834-4428-8e6c-014e8fd44bc5,like,Friday,technology,positive,50
1b6f05f1-df9e-4ad4-989e-029baf20478f,cherish,Tuesday,fitness,positive,70
bb9dcde7-55bb-4fb8-b349-caa58fb08823,disgust,Monday,healthy eating,negative,0
584211e8-3ca9-41a7-aeea-1d308bda53fd,interested,Thursday,studying,positive,30
6e418568-a2b9-4d08-b241-06362c96a7f1,indifferent,Thursday,food,neutral,20
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,hate,Thursday,animals,negative,5
4426d1ae-cb98-45cf-8d1d-c176ef755293,cherish,Sunday,science,positive,70
46219a74-c2db-4479-a96a-d3ee54d1ea7f,intrigued,Wednesday,soccer,positive,45
5efb3710-c34d-4dc4-84dd-31cd8c5d9c30,want,Wednesday,animals,positive,70
b62831cc-7447-465b-9c58-1fc659b17310,interested,Friday,animals,positive,30
bb9dcde7-55bb-4fb8-b349-caa58fb08823,love,Sunday,healthy eating,positive,65
75747dd7-8dad-4f2f-9209-62765223f3af,dislike,Monday,fitness,negative,10
5fefd228-c550-4023-b767-ec8aa62de850,cherish,Tuesday,cooking,positive,70
7913b30d-19fd-4900-8a68-ce141192b3ec,hate,Tuesday,cooking,negative,5
d347afb6-c092-4301-ba7d-4c59d10142cb,disgust,Monday,tennis,negative,0
75d6b589-7fae-4a6d-b0d0-752845150e56,dislike,Tuesday,technology,negative,10
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,Monday,healthy eating,negative,0
58059956-4cde-4671-9baf-904851731540,super love,Sunday,education,positive,75
df15da28-c038-4d0c-a63a-eac77f650ee3,indifferent,Thursday,tennis,neutral,20
b6f447e5-0a89-468a-8ad2-fd45676170d5,want,Thursday,veganism,positive,70
461cb0ce-0b43-4f13-a8bd-847fc6428c6c,dislike,Thursday,fitness,negative,10
b0dd04df-83a1-470f-80ad-bb173a5e44bc,dislike,Wednesday,cooking,negative,10
b13bec8c-4469-4cc8-8650-7057eb95d3ee,hate,Tuesday,travel,negative,5
58b0f92a-76ae-4521-a223-2b117f4f4e70,peeking,Sunday,dogs,neutral,35
e51b00b8-49d4-4909-9f25-8e9a06e28728,disgust,Thursday,soccer,negative,0
56b0b1ab-a07c-4379-b699-80ccc8689c85,dislike,Saturday,culture,negative,10
049c926f-9095-4bb2-a464-666a68257f61,scared,Thursday,dogs,negative,15
8b51c05c-a8a2-4a6c-b031-165fb7bac840,peeking,Friday,dogs,neutral,35
50c9237a-541c-4f10-a2be-7cbe076b2012,interested,Friday,travel,positive,30
09f2e925-5086-42ad-8160-e763396a36ca,worried,Monday,dogs,negative,12
72878c11-38cc-4442-bc81-7eeef47c531c,dislike,Thursday,animals,negative,10
a6cace19-96eb-40b3-b6fb-2a1a4e444dde,want,Monday,cooking,positive,70
f361cc99-64f0-4a7c-ad49-945ff01abaa6,want,Thursday,dogs,positive,70
c5e2d733-94b9-4259-85e8-6fb7a95a1887,dislike,Tuesday,tennis,negative,10
97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,Wednesday,studying,positive,75
24231380-c9a7-4b07-bd51-c9bd5c49cb7c,intrigued,Friday,cooking,positive,45
f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,want,Sunday,education,positive,70
f9e9544e-16b5-416f-9aec-80a723d1e64c,love,Wednesday,culture,positive,65
9c55917b-055c-4ae0-b044-cce9fb89bfa9,heart,Wednesday,soccer,positive,60
c7066a17-2e12-49d2-bb9e-c8967051f490,indifferent,Tuesday,public speaking,neutral,20
2f5dd79a-8884-4086-ab6f-00b3bea9d366,super love,Thursday,cooking,positive,75
445a06c1-3dea-4129-90eb-2384c0534eb6,cherish,Thursday,technology,positive,70
edc4a60a-b5ba-4178-b99e-9d34ed92599c,want,Tuesday,technology,positive,70
b3c0379a-b71a-4f6f-9fde-ceb636739633,interested,Monday,culture,positive,30
b6f447e5-0a89-468a-8ad2-fd45676170d5,disgust,Friday,veganism,negative,0
afe1fed5-5639-45c7-89f8-ce9d1078c910,dislike,Friday,cooking,negative,10
eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,like,Saturday,cooking,positive,50
9c8be342-6cff-4d80-bf94-fd0fd8ccd845,love,Saturday,dogs,positive,65
e1792fe6-28e0-49fc-8b01-0e027461d8b5,disgust,Wednesday,technology,negative,0
140a5163-66d8-4a11-8d4e-a670483bb852,like,Saturday,science,positive,50
6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c,peeking,Friday,food,neutral,35
6e418568-a2b9-4d08-b241-06362c96a7f1,adore,Friday,food,positive,72
44eab5ca-b4a4-46c4-977d-197a78551861,super love,Thursday,technology,positive,75
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,peeking,Sunday,science,neutral,35
fa337cb5-179a-4f92-a085-e6b3c60e2854,scared,Monday,food,negative,15
b4d8b8ed-d538-49d2-a1cb-25548045bcf1,like,Friday,healthy eating,positive,50
80bf3ac3-e94e-44cf-81ef-345a8326802c,like,Wednesday,veganism,positive,50
b15792cb-995f-473e-8372-5cbe88eb059b,scared,Monday,travel,negative,15
f4c8e6bb-e282-41f3-a000-bbabae7dbf04,like,Wednesday,technology,positive,50
4478d98e-43e8-4dc0-884d-c1115aa8b970,interested,Sunday,animals,positive,30
391a9aa4-c04a-431e-8366-712d92267c2b,cherish,Thursday,public speaking,positive,70
1e773c55-ec7e-47f2-916d-98d0b778a048,scared,Wednesday,food,negative,15
daeddfcc-c030-4674-8317-56a23ab81799,love,Saturday,animals,positive,65
b467bf5d-1bcd-4c52-a667-6b88269ad02a,interested,Wednesday,dogs,positive,30
f1038e6c-5292-4e20-a866-675e1637d6b5,like,Monday,soccer,positive,50
5ecad91d-3e8f-4a9e-9473-c3db5f2ab72f,intrigued,Monday,public speaking,positive,45
965a00aa-3037-4ea6-b6be-26f6fbee029e,cherish,Friday,public speaking,positive,70
94be0dfb-a23a-4426-9c3c-e4db1fd914b5,indifferent,Monday,public speaking,neutral,20
a2e93b29-9259-4092-a4d7-62d5e823bb74,want,Monday,public speaking,positive,70
edc4a60a-b5ba-4178-b99e-9d34ed92599c,worried,Tuesday,technology,negative,12
217f4060-b378-4d79-992f-20502d407f7c,heart,Tuesday,cooking,positive,60
ac63258d-9d7d-4167-934e-48b3f3c43fa9,super love,Saturday,tennis,positive,75
cafddd25-5653-4219-8dc7-a3eae45ea926,interested,Tuesday,fitness,positive,30
c61b7ef6-d7ab-41fc-aebc-dc16f256957f,dislike,Sunday,cooking,negative,10
0e2169f4-b881-42d0-b99c-034b32f83504,scared,Thursday,food,negative,15
80bf3ac3-e94e-44cf-81ef-345a8326802c,adore,Sunday,veganism,positive,72
1a5b511a-7199-4f05-988a-1f1d0380ca11,love,Tuesday,travel,positive,65
503bd384-9733-4739-81f5-561b2328f6d8,peeking,Thursday,food,neutral,35
eaddee3e-3a23-47cd-9785-ab7f2120a293,hate,Thursday,science,negative,5
